id,timestamp,alert_type,description
3775,2026-04-14 10:21:17,EVENT_VERDICT,verdict=suspicious | src=10.0.124.90 | dst=178.248.237.68 | dport=443 | reasons=признаки flood/DoS
3774,2026-04-14 10:21:16,EVENT_VERDICT,verdict=suspicious | src=10.0.124.90 | dst=142.250.105.94 | dport=443 | reasons=признаки flood/DoS
3773,2026-04-14 10:21:16,ML_ANOMALY,142.251.20.94 -> 10.0.124.90 dport=50998
3772,2026-04-14 10:21:16,EVENT_VERDICT,verdict=anomaly | src=142.251.20.94 | dst=10.0.124.90 | dport=50998 | reasons=обнаружена ML-anomaly
3771,2026-04-14 10:21:16,ML_ANOMALY,35.190.80.1 -> 10.0.124.90 dport=59040
3770,2026-04-14 10:21:15,ML_ANOMALY,142.251.20.94 -> 10.0.124.90 dport=55766
3769,2026-04-14 10:21:15,EVENT_VERDICT,verdict=anomaly | src=142.251.20.94 | dst=10.0.124.90 | dport=55766 | reasons=обнаружена ML-anomaly
3768,2026-04-14 10:21:15,EVENT_VERDICT,verdict=suspicious | src=10.0.124.90 | dst=172.217.26.14 | dport=443 | reasons=признаки flood/DoS
3767,2026-04-14 10:21:15,ML_ANOMALY,35.190.80.1 -> 10.0.124.90 dport=59040
3766,2026-04-14 10:21:15,EVENT_VERDICT,verdict=anomaly | src=35.190.80.1 | dst=10.0.124.90 | dport=59040 | reasons=обнаружена ML-anomaly
3765,2026-04-14 10:21:15,EVENT_VERDICT,verdict=suspicious | src=10.0.124.90 | dst=35.190.80.1 | dport=443 | reasons=признаки flood/DoS
3764,2026-04-14 10:21:15,EVENT_VERDICT,verdict=suspicious | src=10.0.124.90 | dst=192.168.13.6 | dport=53 | reasons=признаки flood/DoS
3763,2026-04-14 10:21:15,ML_ANOMALY,10.0.119.40 -> 239.255.255.250 dport=1900
3762,2026-04-14 10:21:15,ML_ANOMALY,142.251.154.119 -> 10.0.124.90 dport=49664
3761,2026-04-14 10:21:14,ML_ANOMALY,142.251.154.119 -> 10.0.124.90 dport=49664
3760,2026-04-14 10:21:14,ML_ANOMALY,142.251.154.119 -> 10.0.124.90 dport=49664
3759,2026-04-14 10:21:14,EVENT_VERDICT,verdict=suspicious | src=10.0.124.90 | dst=104.18.32.47 | dport=443 | reasons=признаки flood/DoS
3758,2026-04-14 10:21:14,ML_ANOMALY,142.251.154.119 -> 10.0.124.90 dport=49664
3757,2026-04-14 10:21:14,EVENT_VERDICT,verdict=suspicious | src=10.0.124.90 | dst=142.251.223.206 | dport=443 | reasons=признаки flood/DoS
3756,2026-04-14 10:21:14,ML_ANOMALY,10.0.124.90 -> 142.251.154.119 dport=443
3755,2026-04-14 10:21:14,EVENT_VERDICT,"verdict=suspicious | src=10.0.124.90 | dst=142.251.154.119 | dport=443 | reasons=признаки flood/DoS, обнаружена ML-anomaly"
3754,2026-04-14 10:21:13,EVENT_VERDICT,verdict=suspicious | src=10.0.124.90 | dst=142.251.154.119 | dport=443 | reasons=признаки flood/DoS
3753,2026-04-14 10:21:13,ML_ANOMALY,142.251.20.94 -> 10.0.124.90 dport=49752
3752,2026-04-14 10:21:13,EVENT_VERDICT,verdict=anomaly | src=142.251.20.94 | dst=10.0.124.90 | dport=49752 | reasons=обнаружена ML-anomaly
3751,2026-04-14 10:21:12,ML_ANOMALY,10.0.124.90 -> 142.251.20.94 dport=443
3750,2026-04-14 10:21:12,ML_ANOMALY,64.233.164.113 -> 10.0.124.90 dport=59916
3749,2026-04-14 10:21:12,EVENT_VERDICT,verdict=anomaly | src=64.233.164.113 | dst=10.0.124.90 | dport=59916 | reasons=обнаружена ML-anomaly
3748,2026-04-14 10:21:11,ML_ANOMALY,10.0.124.90 -> 142.251.20.94 dport=443
3747,2026-04-14 10:21:11,EVENT_VERDICT,verdict=anomaly | src=10.0.124.90 | dst=142.251.20.94 | dport=443 | reasons=обнаружена ML-anomaly
3746,2026-04-14 10:21:11,ML_ANOMALY,10.0.124.90 -> 142.251.154.119 dport=443
3745,2026-04-14 10:21:11,ML_ANOMALY,142.251.154.119 -> 10.0.124.90 dport=49664
3744,2026-04-14 10:21:10,ML_ANOMALY,142.251.154.119 -> 10.0.124.90 dport=49664
3743,2026-04-14 10:21:09,ML_ANOMALY,173.194.221.132 -> 10.0.124.90 dport=52876
3742,2026-04-14 10:21:09,EVENT_VERDICT,verdict=anomaly | src=173.194.221.132 | dst=10.0.124.90 | dport=52876 | reasons=обнаружена ML-anomaly
3741,2026-04-14 10:21:09,ML_ANOMALY,142.251.154.119 -> 10.0.124.90 dport=49664
3740,2026-04-14 10:21:08,ML_ANOMALY,10.0.124.90 -> 142.250.182.42 dport=443
3739,2026-04-14 10:21:08,EVENT_VERDICT,verdict=anomaly | src=10.0.124.90 | dst=142.250.182.42 | dport=443 | reasons=обнаружена ML-anomaly
3738,2026-04-14 10:21:08,ML_ANOMALY,142.251.154.119 -> 10.0.124.90 dport=49664
3737,2026-04-14 10:21:07,ML_ANOMALY,10.0.124.90 -> 142.251.154.119 dport=443
3736,2026-04-14 10:21:07,ML_ANOMALY,10.0.124.90 -> 142.251.154.119 dport=443
3735,2026-04-14 10:21:07,EVENT_VERDICT,verdict=anomaly | src=10.0.124.90 | dst=142.251.154.119 | dport=443 | reasons=обнаружена ML-anomaly
3734,2026-04-14 10:21:05,ML_ANOMALY,10.0.123.190 -> 239.255.255.250 dport=1900
3733,2026-04-14 10:21:05,EVENT_VERDICT,verdict=anomaly | src=10.0.123.190 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3732,2026-04-14 10:21:01,ML_ANOMALY,10.0.122.48 -> 239.255.255.250 dport=1900
3731,2026-04-14 10:21:01,EVENT_VERDICT,verdict=anomaly | src=10.0.122.48 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3730,2026-04-14 10:20:55,ML_ANOMALY,10.0.120.210 -> 224.0.0.251 dport=5353
3729,2026-04-14 10:20:53,ML_ANOMALY,10.0.113.68 -> 239.255.255.250 dport=1900
3728,2026-04-14 10:20:53,EVENT_VERDICT,verdict=anomaly | src=10.0.113.68 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3727,2026-04-14 10:20:40,ML_ANOMALY,192.178.132.94 -> 10.0.124.90 dport=49684
3726,2026-04-14 10:20:37,ML_ANOMALY,192.178.132.94 -> 10.0.124.90 dport=59639
3725,2026-04-14 10:20:37,EVENT_VERDICT,verdict=anomaly | src=192.178.132.94 | dst=10.0.124.90 | dport=59639 | reasons=обнаружена ML-anomaly
3724,2026-04-14 10:20:35,ML_ANOMALY,10.0.118.18 -> 239.255.255.250 dport=1900
3723,2026-04-14 10:20:35,EVENT_VERDICT,verdict=anomaly | src=10.0.118.18 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3722,2026-04-14 10:20:34,ML_ANOMALY,10.0.120.210 -> 224.0.0.251 dport=5353
3721,2026-04-14 10:20:29,ML_ANOMALY,10.0.122.93 -> 239.255.255.250 dport=1900
3720,2026-04-14 10:20:29,EVENT_VERDICT,verdict=anomaly | src=10.0.122.93 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3719,2026-04-14 10:20:27,ML_ANOMALY,142.251.154.119 -> 10.0.124.90 dport=49664
3718,2026-04-14 10:20:27,EVENT_VERDICT,verdict=anomaly | src=142.251.154.119 | dst=10.0.124.90 | dport=49664 | reasons=обнаружена ML-anomaly
3717,2026-04-14 10:20:25,ML_ANOMALY,10.0.123.113 -> 239.255.255.250 dport=1900
3716,2026-04-14 10:20:25,ML_ANOMALY,10.0.119.40 -> 239.255.255.250 dport=1900
3715,2026-04-14 10:20:24,ML_ANOMALY,10.0.123.112 -> 239.255.255.250 dport=1900
3714,2026-04-14 10:20:23,ML_ANOMALY,10.0.123.112 -> 239.255.255.250 dport=1900
3713,2026-04-14 10:20:23,EVENT_VERDICT,verdict=anomaly | src=10.0.123.112 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3712,2026-04-14 10:20:21,ML_ANOMALY,10.0.124.90 -> 192.178.132.94 dport=443
3711,2026-04-14 10:20:21,EVENT_VERDICT,verdict=anomaly | src=10.0.124.90 | dst=192.178.132.94 | dport=443 | reasons=обнаружена ML-anomaly
3710,2026-04-14 10:20:18,ML_ANOMALY,192.178.132.94 -> 10.0.124.90 dport=49684
3709,2026-04-14 10:20:18,ML_ANOMALY,192.178.132.94 -> 10.0.124.90 dport=49684
3708,2026-04-14 10:20:18,EVENT_VERDICT,verdict=anomaly | src=192.178.132.94 | dst=10.0.124.90 | dport=49684 | reasons=обнаружена ML-anomaly
3707,2026-04-14 10:20:17,INCIDENT,host=10.0.120.210 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=3 | scan=0 | dos=0 | remote_ips=1 | domains=0
3706,2026-04-14 10:20:17,ML_ANOMALY,10.0.120.210 -> 224.0.0.251 dport=5353
3705,2026-04-14 10:20:12,INCIDENT,host=10.0.119.187 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=3 | scan=0 | dos=0 | remote_ips=1 | domains=0
3704,2026-04-14 10:20:12,ML_ANOMALY,10.0.119.187 -> 239.255.255.250 dport=1900
3703,2026-04-14 10:20:10,ML_ANOMALY,10.0.119.187 -> 239.255.255.250 dport=1900
3702,2026-04-14 10:20:05,ML_ANOMALY,10.0.119.40 -> 239.255.255.250 dport=1900
3701,2026-04-14 10:20:02,ML_ANOMALY,142.251.223.138 -> 10.0.124.90 dport=52414
3700,2026-04-14 10:20:02,EVENT_VERDICT,verdict=anomaly | src=142.251.223.138 | dst=10.0.124.90 | dport=52414 | reasons=обнаружена ML-anomaly
3699,2026-04-14 10:20:01,ML_ANOMALY,10.0.124.90 -> 142.251.223.138 dport=443
3698,2026-04-14 10:20:01,EVENT_VERDICT,verdict=anomaly | src=10.0.124.90 | dst=142.251.223.138 | dport=443 | reasons=обнаружена ML-anomaly
3697,2026-04-14 10:19:58,INCIDENT,host=10.0.115.106 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=3 | scan=0 | dos=0 | remote_ips=1 | domains=0
3696,2026-04-14 10:19:58,ML_ANOMALY,10.0.115.106 -> 239.255.255.250 dport=1900
3695,2026-04-14 10:19:57,ML_ANOMALY,10.0.122.68 -> 239.255.255.250 dport=1900
3694,2026-04-14 10:19:57,EVENT_VERDICT,verdict=anomaly | src=10.0.122.68 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3693,2026-04-14 10:19:56,ML_ANOMALY,10.0.120.210 -> 224.0.0.251 dport=5353
3692,2026-04-14 10:19:52,ML_ANOMALY,10.0.115.106 -> 239.255.255.250 dport=1900
3691,2026-04-14 10:19:52,ML_ANOMALY,10.0.119.72 -> 239.255.255.250 dport=1900
3690,2026-04-14 10:19:46,ML_ANOMALY,192.178.132.94 -> 10.0.124.90 dport=55583
3689,2026-04-14 10:19:46,EVENT_VERDICT,verdict=anomaly | src=192.178.132.94 | dst=10.0.124.90 | dport=55583 | reasons=обнаружена ML-anomaly
3688,2026-04-14 10:19:42,ML_ANOMALY,10.0.121.243 -> 239.255.255.250 dport=1900
3687,2026-04-14 10:19:42,EVENT_VERDICT,verdict=anomaly | src=10.0.121.243 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3686,2026-04-14 10:19:41,ML_ANOMALY,10.0.120.210 -> 224.0.0.251 dport=5353
3685,2026-04-14 10:19:41,EVENT_VERDICT,verdict=anomaly | src=10.0.120.210 | dst=224.0.0.251 | dport=5353 | reasons=обнаружена ML-anomaly
3684,2026-04-14 10:19:39,ML_ANOMALY,142.250.193.78 -> 10.0.124.90 dport=57950
3683,2026-04-14 10:19:39,EVENT_VERDICT,verdict=anomaly | src=142.250.193.78 | dst=10.0.124.90 | dport=57950 | reasons=обнаружена ML-anomaly
3682,2026-04-14 10:19:32,ML_ANOMALY,10.0.117.109 -> 239.255.255.250 dport=1900
3681,2026-04-14 10:19:30,ML_ANOMALY,10.0.117.109 -> 239.255.255.250 dport=1900
3680,2026-04-14 10:19:30,EVENT_VERDICT,verdict=anomaly | src=10.0.117.109 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3679,2026-04-14 10:19:23,ML_ANOMALY,10.0.122.104 -> 224.0.0.251 dport=5353
3678,2026-04-14 10:19:23,EVENT_VERDICT,verdict=anomaly | src=10.0.122.104 | dst=224.0.0.251 | dport=5353 | reasons=обнаружена ML-anomaly
3677,2026-04-14 10:19:13,ML_ANOMALY,10.0.121.113 -> 239.255.255.250 dport=1900
3676,2026-04-14 10:19:13,EVENT_VERDICT,verdict=anomaly | src=10.0.121.113 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3675,2026-04-14 10:19:11,ML_ANOMALY,10.0.117.198 -> 224.0.0.251 dport=5353
3674,2026-04-14 10:19:11,EVENT_VERDICT,verdict=anomaly | src=10.0.117.198 | dst=224.0.0.251 | dport=5353 | reasons=обнаружена ML-anomaly
3673,2026-04-14 10:19:01,ML_ANOMALY,10.0.116.14 -> 224.0.0.251 dport=5353
3672,2026-04-14 10:18:57,ML_ANOMALY,209.85.233.94 -> 10.0.124.90 dport=61067
3671,2026-04-14 10:18:57,EVENT_VERDICT,verdict=anomaly | src=209.85.233.94 | dst=10.0.124.90 | dport=61067 | reasons=обнаружена ML-anomaly
3670,2026-04-14 10:18:49,ML_ANOMALY,10.0.120.23 -> 239.255.255.250 dport=1900
3669,2026-04-14 10:18:49,EVENT_VERDICT,verdict=anomaly | src=10.0.120.23 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3668,2026-04-14 10:18:48,INCIDENT,host=10.0.123.33 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=3 | scan=0 | dos=0 | remote_ips=2 | domains=0
3667,2026-04-14 10:18:48,ML_ANOMALY,10.0.123.33 -> 224.0.0.251 dport=5353
3666,2026-04-14 10:18:47,ML_ANOMALY,10.0.123.33 -> 224.0.0.251 dport=5353
3665,2026-04-14 10:18:47,EVENT_VERDICT,verdict=anomaly | src=10.0.123.33 | dst=224.0.0.251 | dport=5353 | reasons=обнаружена ML-anomaly
3664,2026-04-14 10:18:39,ML_ANOMALY,10.0.119.28 -> 239.255.255.250 dport=1900
3663,2026-04-14 10:18:39,EVENT_VERDICT,verdict=anomaly | src=10.0.119.28 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3662,2026-04-14 10:18:37,EVENT_VERDICT,verdict=suspicious | src=10.0.124.90 | dst=13.69.239.78 | dport=443 | reasons=признаки flood/DoS
3661,2026-04-14 10:18:37,EVENT_VERDICT,verdict=suspicious | src=10.0.124.90 | dst=52.111.252.61 | dport=443 | reasons=признаки flood/DoS
3660,2026-04-14 10:18:31,ML_ANOMALY,10.0.124.90 -> 192.178.183.101 dport=443
3659,2026-04-14 10:18:31,EVENT_VERDICT,verdict=anomaly | src=10.0.124.90 | dst=192.178.183.101 | dport=443 | reasons=обнаружена ML-anomaly
3658,2026-04-14 10:18:29,ML_ANOMALY,10.0.124.90 -> 142.251.110.95 dport=443
3657,2026-04-14 10:18:29,EVENT_VERDICT,verdict=anomaly | src=10.0.124.90 | dst=142.251.110.95 | dport=443 | reasons=обнаружена ML-anomaly
3656,2026-04-14 10:18:24,ML_ANOMALY,10.0.119.40 -> 239.255.255.250 dport=1900
3655,2026-04-14 10:18:23,ML_ANOMALY,10.0.123.113 -> 239.255.255.250 dport=1900
3654,2026-04-14 10:18:23,EVENT_VERDICT,verdict=anomaly | src=10.0.123.113 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3653,2026-04-14 10:18:20,ML_ANOMALY,10.0.121.177 -> 239.255.255.250 dport=1900
3652,2026-04-14 10:18:20,EVENT_VERDICT,verdict=anomaly | src=10.0.121.177 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3651,2026-04-14 10:18:18,ML_ANOMALY,10.0.122.202 -> 239.255.255.250 dport=1900
3650,2026-04-14 10:18:18,EVENT_VERDICT,verdict=anomaly | src=10.0.122.202 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3649,2026-04-14 10:18:16,ML_ANOMALY,10.0.117.198 -> 239.255.255.250 dport=3702
3648,2026-04-14 10:18:16,EVENT_VERDICT,verdict=anomaly | src=10.0.117.198 | dst=239.255.255.250 | dport=3702 | reasons=обнаружена ML-anomaly
3647,2026-04-14 10:18:15,INCIDENT,host=10.0.119.40 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=3 | scan=0 | dos=0 | remote_ips=1 | domains=0
3646,2026-04-14 10:18:15,ML_ANOMALY,10.0.119.40 -> 239.255.255.250 dport=1900
3645,2026-04-14 10:18:13,ML_ANOMALY,10.0.124.107 -> 239.255.255.250 dport=1900
3644,2026-04-14 10:18:13,EVENT_VERDICT,verdict=anomaly | src=10.0.124.107 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3643,2026-04-14 10:18:08,ML_ANOMALY,10.0.124.45 -> 239.255.255.250 dport=1900
3642,2026-04-14 10:18:08,EVENT_VERDICT,verdict=anomaly | src=10.0.124.45 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3641,2026-04-14 10:18:05,INCIDENT,host=10.0.124.90 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=3 | scan=0 | dos=0 | remote_ips=1 | domains=0
3640,2026-04-14 10:18:05,ML_ANOMALY,209.85.233.94 -> 10.0.124.90 dport=54400
3639,2026-04-14 10:18:05,EVENT_VERDICT,verdict=anomaly | src=209.85.233.94 | dst=10.0.124.90 | dport=54400 | reasons=обнаружена ML-anomaly
3638,2026-04-14 10:18:04,ML_ANOMALY,10.0.119.40 -> 239.255.255.250 dport=1900
3637,2026-04-14 10:18:04,ML_ANOMALY,142.251.20.94 -> 10.0.124.90 dport=55182
3636,2026-04-14 10:18:04,EVENT_VERDICT,verdict=anomaly | src=142.251.20.94 | dst=10.0.124.90 | dport=55182 | reasons=обнаружена ML-anomaly
3635,2026-04-14 10:18:02,ML_ANOMALY,10.0.119.109 -> 239.255.255.250 dport=1900
3634,2026-04-14 10:18:00,ML_ANOMALY,10.0.119.187 -> 239.255.255.250 dport=1900
3633,2026-04-14 10:18:00,EVENT_VERDICT,verdict=anomaly | src=10.0.119.187 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3632,2026-04-14 10:17:59,ML_ANOMALY,10.0.119.109 -> 239.255.255.250 dport=1900
3631,2026-04-14 10:17:59,EVENT_VERDICT,verdict=anomaly | src=10.0.119.109 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3630,2026-04-14 10:17:59,ML_ANOMALY,10.0.115.106 -> 239.255.255.250 dport=1900
3629,2026-04-14 10:17:59,EVENT_VERDICT,verdict=anomaly | src=10.0.115.106 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3628,2026-04-14 10:17:49,ML_ANOMALY,10.0.113.254 -> 239.255.255.250 dport=1900
3627,2026-04-14 10:17:49,EVENT_VERDICT,verdict=anomaly | src=10.0.113.254 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3626,2026-04-14 10:17:47,ML_ANOMALY,10.0.119.72 -> 239.255.255.250 dport=1900
3625,2026-04-14 10:17:47,EVENT_VERDICT,verdict=anomaly | src=10.0.119.72 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3624,2026-04-14 10:17:46,ML_ANOMALY,10.0.124.144 -> 239.255.255.250 dport=1900
3623,2026-04-14 10:17:43,ML_ANOMALY,10.0.124.144 -> 239.255.255.250 dport=1900
3622,2026-04-14 10:17:43,EVENT_VERDICT,verdict=anomaly | src=10.0.124.144 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3621,2026-04-14 10:17:42,ML_ANOMALY,74.125.131.102 -> 10.0.124.90 dport=59991
3620,2026-04-14 10:17:42,EVENT_VERDICT,verdict=anomaly | src=74.125.131.102 | dst=10.0.124.90 | dport=59991 | reasons=обнаружена ML-anomaly
3619,2026-04-14 10:17:41,ML_ANOMALY,10.0.116.14 -> 224.0.0.251 dport=5353
3618,2026-04-14 10:17:41,EVENT_VERDICT,verdict=anomaly | src=10.0.116.14 | dst=224.0.0.251 | dport=5353 | reasons=обнаружена ML-anomaly
3617,2026-04-14 10:17:40,ML_ANOMALY,10.0.125.180 -> 239.255.255.250 dport=1900
3616,2026-04-14 10:17:40,EVENT_VERDICT,verdict=anomaly | src=10.0.125.180 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3615,2026-04-14 10:17:37,ML_ANOMALY,10.0.122.202 -> 239.255.255.250 dport=3702
3614,2026-04-14 10:17:37,EVENT_VERDICT,verdict=anomaly | src=10.0.122.202 | dst=239.255.255.250 | dport=3702 | reasons=обнаружена ML-anomaly
3613,2026-04-14 10:17:25,ML_ANOMALY,10.0.123.33 -> 239.255.255.250 dport=1900
3612,2026-04-14 10:17:25,EVENT_VERDICT,verdict=anomaly | src=10.0.123.33 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3611,2026-04-14 10:17:15,ML_ANOMALY,10.0.119.40 -> 239.255.255.250 dport=1900
3610,2026-04-14 10:17:15,EVENT_VERDICT,verdict=anomaly | src=10.0.119.40 | dst=239.255.255.250 | dport=1900 | reasons=обнаружена ML-anomaly
3609,2026-04-14 10:11:41,EVENT_VERDICT,verdict=suspicious | src=10.0.114.106 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
3608,2026-04-14 10:11:41,INCIDENT,host=10.0.114.106 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
3607,2026-04-14 10:11:40,EVENT_VERDICT,verdict=suspicious | src=10.0.113.99 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
3606,2026-04-14 10:11:40,INCIDENT,host=10.0.113.99 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
3605,2026-04-14 10:11:40,EVENT_VERDICT,verdict=suspicious | src=10.0.120.212 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
3604,2026-04-14 10:11:40,INCIDENT,host=10.0.120.212 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
3603,2026-04-14 10:11:39,EVENT_VERDICT,verdict=suspicious | src=10.0.112.58 | dst=224.0.0.251 | dport=0 | reasons=признаки flood/DoS
3602,2026-04-14 10:11:38,EVENT_VERDICT,verdict=suspicious | src=10.0.121.153 | dst=239.255.255.250 | dport=1900 | reasons=признаки flood/DoS
3601,2026-04-14 10:11:38,INCIDENT,host=10.0.121.153 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
3600,2026-04-14 10:11:38,EVENT_VERDICT,verdict=suspicious | src=74.125.131.138 | dst=10.0.124.90 | dport=55811 | reasons=признаки flood/DoS
3599,2026-04-14 10:11:38,ML_ANOMALY,10.0.124.90 -> 74.125.131.138 dport=443
3598,2026-04-14 10:11:38,EVENT_VERDICT,"verdict=suspicious | src=10.0.124.90 | dst=74.125.131.138 | dport=443 | reasons=признаки flood/DoS, обнаружена ML-anomaly"
3597,2026-04-14 10:11:38,EVENT_VERDICT,verdict=suspicious | src=10.0.124.90 | dst=74.125.131.138 | dport=443 | reasons=признаки flood/DoS
3596,2026-04-14 10:11:38,EVENT_VERDICT,verdict=suspicious | src=10.0.118.213 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
3595,2026-04-14 10:11:38,INCIDENT,host=10.0.118.213 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
3594,2026-04-14 10:11:37,EVENT_VERDICT,verdict=suspicious | src=192.168.13.6 | dst=10.0.124.90 | dport=36588 | reasons=признаки flood/DoS
3593,2026-04-14 10:11:37,ML_ANOMALY,10.0.124.100 -> 239.255.255.250 dport=3702
3592,2026-04-14 10:11:37,EVENT_VERDICT,"verdict=suspicious | src=10.0.124.100 | dst=239.255.255.250 | dport=3702 | reasons=признаки flood/DoS, обнаружена ML-anomaly"
3591,2026-04-14 10:11:36,EVENT_VERDICT,verdict=suspicious | src=10.0.124.100 | dst=239.255.255.250 | dport=3702 | reasons=признаки flood/DoS
3590,2026-04-14 10:11:36,ML_ANOMALY,10.0.123.76 -> 239.255.255.250 dport=1900
3589,2026-04-14 10:11:36,EVENT_VERDICT,verdict=suspicious | src=10.0.119.107 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
3588,2026-04-14 10:11:36,INCIDENT,host=10.0.119.107 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
3587,2026-04-14 10:11:35,EVENT_VERDICT,verdict=suspicious | src=10.0.114.148 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
3586,2026-04-14 10:11:35,INCIDENT,host=10.0.114.148 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
3585,2026-04-14 10:11:34,ML_ANOMALY,10.0.119.40 -> 239.255.255.250 dport=1900
3584,2026-04-14 10:11:34,EVENT_VERDICT,"verdict=suspicious | src=10.0.119.40 | dst=239.255.255.250 | dport=1900 | reasons=признаки flood/DoS, обнаружена ML-anomaly"
3583,2026-04-14 10:11:34,EVENT_VERDICT,verdict=suspicious | src=142.251.155.119 | dst=10.0.124.90 | dport=60900 | reasons=признаки flood/DoS
3582,2026-04-14 10:11:34,EVENT_VERDICT,verdict=suspicious | src=10.0.122.194 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
3581,2026-04-14 10:11:33,ML_ANOMALY,10.0.124.181 -> 224.0.0.251 dport=5353
3580,2026-04-14 10:11:33,EVENT_VERDICT,"verdict=suspicious | src=10.0.124.181 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS, обнаружена ML-anomaly"
3579,2026-04-14 10:11:33,EVENT_VERDICT,verdict=suspicious | src=10.0.124.181 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
3578,2026-04-14 10:11:31,EVENT_VERDICT,verdict=suspicious | src=10.0.113.167 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
3577,2026-04-14 10:11:31,INCIDENT,host=10.0.113.167 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
3576,2026-04-14 10:11:31,EVENT_VERDICT,verdict=suspicious | src=10.0.121.175 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
3575,2026-04-14 10:11:31,EVENT_VERDICT,verdict=suspicious | src=10.0.113.169 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
3574,2026-04-14 10:11:31,INCIDENT,host=10.0.113.169 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
3573,2026-04-14 10:11:31,DOS_SUSPECT,pps=15.7
3572,2026-04-14 10:11:30,EVENT_VERDICT,verdict=suspicious | src=10.0.121.175 | dst=224.0.0.251 | dport=0 | reasons=признаки flood/DoS
3571,2026-04-14 10:11:30,INCIDENT,host=10.0.121.175 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
